localidad,tipo,distancia,fuente,fecha_datetime,año,mes,día_semana,distancia_km,nombre_evento,semana,eventos_semana,semana_libre
"València, Almussafes",Ruta,10000 m,runedia,2025-07-02,2025,7,Miércoles,10.0,Volta a peu Almussafes,27,71,False
"València, Mareny De Barraquetes",Ruta,8000 m,runedia,2025-07-02,2025,7,Miércoles,8.0,Volta a Peu BENÈFICA   Lluita contra el càncer,27,71,False
"Alacant, Sax",Ruta,1609 m,runedia,2025-07-02,2025,7,Miércoles,1.61,Milla nocturna de Sax,27,71,False
"Castelló, Benassal",Montaña,21000 m,runedia,2025-07-02,2025,7,Miércoles,21.0,Cursa de Muntanya a Benassal,27,71,False
"València, Guadassuar",Asfalto,8000 m,runedia,2025-07-02,2025,7,Miércoles,8.0,XXII Volta a Peu Guadassuar,27,71,False
"València, Miramar",Ruta,10000 m,runedia,2025-07-02,2025,7,Miércoles,10.0,Volta a peu Miramar,27,71,False
"Alacant, Novelda",Ruta,10000 m,runedia,2025-07-03,2025,7,Jueves,10.0,Cross popular barrio Sagrado Corazón,27,71,False
"Alacant, Ibi",Montaña,16000 m,runedia,2025-07-03,2025,7,Jueves,16.0,9ª subida al refugio,27,71,False
"València, Benissoda",Asfalto,9000 m,runedia,2025-07-04,2025,7,Viernes,9.0,VI Volta a Peu Nocturna de Benissoda,27,71,False
"València, Chulilla",Montaña,17000 m,runedia,2025-07-04,2025,7,Viernes,17.0,Fuji Elite Race Chulilla ( es la ASics trail serries ),27,71,False
"València, Almussafes",Asfalto,10000 m,runedia,2025-07-04,2025,7,Viernes,10.0,XXIX Volta a peu Almussafes,27,71,False
"València, Yátova",Asfalto,7700 m,runedia,2025-07-04,2025,7,Viernes,7.7,Carrera Popular Villa de Yátova,27,71,False
"Castelló, Oropesa Del Mar",Asfalto,10000 m,runedia,2025-07-04,2025,7,Viernes,10.0,10K Nocturno Oropesa del Mar,27,71,False
"València, Canet D'En Berenguer",Asfalto,10000 m,runedia,2025-07-04,2025,7,Viernes,10.0,Volta a peu a canet d'en Berenguer,27,71,False
"València, Guadassuar",Asfalto,8000 m,runedia,2025-07-04,2025,7,Viernes,8.0,XXX Volta a Peu Guadassuar,27,71,False
"València, Guadassuar",Asfalto,8000 m,runedia,2025-07-04,2025,7,Viernes,8.0,Volta a Peu Guadassuar,27,71,False
"Alacant, Novelda",Asfalto,1609 m,runedia,2025-07-04,2025,7,Viernes,1.61,Milla Memorial Jesús Navarro,27,71,False
"València, Chulilla",Montaña,17000 m,runedia,2025-07-04,2025,7,Viernes,17.0,V Fuji Élite Race Chulilla Asics Trail Series,27,71,False
"Alacant, Sax",Asfalto,1609 m,runedia,2025-07-05,2025,7,Sábado,1.61,Milla nocturna de Sax,27,71,False
"Castelló, Oropesa Del Mar",Asfalto,10000 m,runedia,2025-07-05,2025,7,Sábado,10.0,I 10K Nocturno Oropesa del Mar,27,71,False
"Castelló, Segorbe",Asfalto,14000 m,runedia,2025-07-05,2025,7,Sábado,14.0,Gran Fondo Monumental Segorbe,27,71,False
"Alacant, Novelda",Asfalto,1609 m,runedia,2025-07-05,2025,7,Sábado,1.61,II Milla Memorial Jesús Navarro,27,71,False
"València, Chulilla",Montaña,17000 m,runedia,2025-07-05,2025,7,Sábado,17.0,Fuji Elite Race Chulilla,27,71,False
"València, Petres",Asfalto,8000 m,runedia,2025-07-05,2025,7,Sábado,8.0,Volta a peu Petres,27,71,False
"València, Mareny De Barraquetes",Asfalto,7100 m,runedia,2025-07-05,2025,7,Sábado,7.1,Volta a Peu Benèfica Mareny de Barraquetes,27,71,False
"València, Benissoda",Asfalto,9000 m,runedia,2025-07-05,2025,7,Sábado,9.0,III Volta a Peu Nocturna de Benissoda,27,71,False
"Castelló, La Vall D'Uixó",Montaña,11500 m,runedia,2025-07-05,2025,7,Sábado,11.5,"Cursa Nocturna de Montaña  ""Font del Garrut""",27,71,False
"València, Albal",Asfalto,10000 m,runedia,2025-07-05,2025,7,Sábado,10.0,Volta a peu Albal,27,71,False
"València, Chulilla",Montaña,16000 m,runedia,2025-07-05,2025,7,Sábado,16.0,IV Asics Trail Series Chulilla,27,71,False
"Castelló, La Vall D'Uixó",Caminata,10000 m,runedia,2025-07-05,2025,7,Sábado,10.0,"Caminada Nocturna de Montaña  ""Font del Garrut""",27,71,False
"València, Miramar",Asfalto,8900 m,runedia,2025-07-05,2025,7,Sábado,8.9,Volta a peu Miramar,27,71,False
"Alacant, Matola",Cross,5000 m,runedia,2025-07-05,2025,7,Sábado,5.0,Cross Popular Matola,27,71,False
"València, Montaverner",Asfalto,9000 m,runedia,2025-07-05,2025,7,Sábado,9.0,Volta a peu a Montaverner,27,71,False
"València, Benissoda",Asfalto,7000 m,runedia,2025-07-06,2025,7,Domingo,7.0,Cursa Nocturna Benissoda,27,71,False
"València, Chulilla",Montaña,15000 m,runedia,2025-07-06,2025,7,Domingo,15.0,Fuji Elite Race Chulilla,27,71,False
"València, Valencia",Asfalto,5000 m,runedia,2025-07-06,2025,7,Domingo,5.0,Arena Running Valencia,27,71,False
"València, Paterna",Asfalto,5000 m,runedia,2025-07-06,2025,7,Domingo,5.0,Carrera benéfica nocturna todos somos FER,27,71,False
"Alacant, Matola",Cross,5000 m,runedia,2025-07-06,2025,7,Domingo,5.0,XXXIII Cross Popular Matola,27,71,False
"València, Miramar",Ruta,8900 m,runedia,2025-07-06,2025,7,Domingo,8.9,Volta a peu Miramar,27,71,False
"València, Albalat Dels Sorells",Ruta,10000 m,runedia,2025-07-06,2025,7,Domingo,10.0,Volta a peu Albalat dels Sorells,27,71,False
"València, Alginet",Asfalto,4000 m,runedia,2025-07-06,2025,7,Domingo,4.0,Carrera solidaria ayuda Adrián,27,71,False
"València, Mareny De Barraquetes",Ruta,7100 m,runedia,2025-07-06,2025,7,Domingo,7.1,Volta a Peu Benèfica Mareny de Barraquetes,27,71,False
"València, Anna",Montaña,9000 m,runedia,2025-07-06,2025,7,Domingo,9.0,ANFIBIOS TRAIL DE ANNA,27,71,False
"València, Albalat Dels Sorells",Asfalto,5000 m,runedia,2025-07-06,2025,7,Domingo,5.0,5K Albalat dels Sorells,27,71,False
"València, Albal",Asfalto,10000 m,runedia,2025-07-06,2025,7,Domingo,10.0,Volta a Peu Albal,27,71,False
"València, Torrent",Ruta,5572 m,runedia,2025-07-06,2025,7,Domingo,5.57,Legua urbana ciutat de Torrent,27,71,False
"Alacant, El Poble Nou De Benitatxell",Asfalto,7600 m,runedia,2025-07-06,2025,7,Domingo,7.6,II Cursa Popular de la Magdalena,27,71,False
"Alacant, Cox",Asfalto,5000 m,runedia,2025-07-06,2025,7,Domingo,5.0,Carrera popular nocturna Virgen del Carmen,27,71,False
"Castelló, Almazora",Natación,400 m,runedia,2025-07-06,2025,7,Domingo,400.0,Travesía playa de Almazora - 400m,27,71,False
"Castelló, Moncofa",Asfalto,10000 m,runedia,2025-07-06,2025,7,Domingo,10.0,10k Nocturno Platges de Moncofa,27,71,False
"Castelló, Moncofa",Asfalto,10000 m,runedia,2025-07-06,2025,7,Domingo,10.0,10k Nocturn Platges de Moncofa,27,71,False
"València, Barxeta",Caminata,9000 m,runedia,2025-07-06,2025,7,Domingo,9.0,Volta a peu Barxeta - marxa senderista,27,71,False
"Castelló, Almassora",Natación,2000 m,runedia,2025-07-06,2025,7,Domingo,2.0,Travessia platja d'Almassora - 2000 mts,27,71,False
"Castelló, Castellón",Triatlón,25750 m,runedia,2025-07-06,2025,7,Domingo,25.75,Castellón Triatlón - Sprint,27,71,False
"Alacant, Elche",Obstáculos,10000 m,runedia,2025-07-06,2025,7,Domingo,10.0,Xtreme Race - Carrera de obstáculos,27,71,False
"Castelló, Culla",Btt,40960 m,runedia,2025-07-06,2025,7,Domingo,40.96,Marxa BTT Parc Miner del Maestrat,27,71,False
"Alacant, El Campello",Cross,5000 m,runedia,2025-07-07,2025,7,Lunes,5.0,Cross Salesianos El Campello Verano,28,68,False
"Castelló, Castelló",Triatlón,12850 m,runedia,2025-07-07,2025,7,Lunes,12.85,Castellón Triatlón - Supersprint,28,68,False
"Castelló, Vinaròs",Natación,3250 m,runedia,2025-07-07,2025,7,Lunes,3.25,Travesía a la platja del Fortí,28,68,False
"Alacant, La Vall De Laguar",Btt,7300 m,runedia,2025-07-07,2025,7,Lunes,7.3,V Open de la Comunidad Valenciana de XC - La Vall de Laguar,28,68,False
"València, Cullera",Natación,1300 m,runedia,2025-07-07,2025,7,Lunes,1.3,Travesía a nado playa de Cullera - Corta,28,68,False
"Castelló, Culla",Btt,40960 m,runedia,2025-07-07,2025,7,Lunes,40.96,II Marxa BTT Parc Miner del Maestrat,28,68,False
"València, Cullera",Natación,2500 m,runedia,2025-07-07,2025,7,Lunes,2.5,Travesía a nado playa de Cullera - Larga,28,68,False
"Alacant, Elche",Otros,10000 m,runedia,2025-07-07,2025,7,Lunes,10.0,Evasión Xtreme Race,28,68,False
"Castelló, Vinaròs",Natación,1000 m,runedia,2025-07-07,2025,7,Lunes,1000.0,Travesía a la platja del Fortí 1000m,28,68,False
"València, Albal",Ruta,10000 m,runedia,2025-07-07,2025,7,Lunes,10.0,XXII Volta a peu Albal,28,68,False
"València, Chulilla",Montaña,12900 m,runedia,2025-07-07,2025,7,Lunes,12.9,ASICS trail series Chulilla,28,68,False
"València, Guadassuar",Ruta,8000 m,runedia,2025-07-07,2025,7,Lunes,8.0,Volta a peu Guadassuar,28,68,False
"València, Miramar",Ruta,8800 m,runedia,2025-07-07,2025,7,Lunes,8.8,Volta a peu Miramar,28,68,False
"València, Xeraco",Ruta,6500 m,runedia,2025-07-07,2025,7,Lunes,6.5,A la lluna de la mar,28,68,False
"València, Mareny De Barraquetes",Asfalto,7200 m,runedia,2025-07-07,2025,7,Lunes,7.2,Volta a peu  Mareny de Barraquetes,28,68,False
"València, Torrent",Ruta,5572 m,runedia,2025-07-08,2025,7,Martes,5.57,Legua Urbana Ciutat de Torrent,28,68,False
"València, València",Cross,4500 m,runedia,2025-07-08,2025,7,Martes,4.5,Volta a les Platges de València,28,68,False
"València, Torrent",Asfalto,5572 m,runedia,2025-07-08,2025,7,Martes,5.57,Legua urbana ciutat de Torrent,28,68,False
"València, Annauir",Ruta,5000 m,runedia,2025-07-09,2025,7,Miércoles,5.0,Carrera popular nocturna Annauir,28,68,False
"València, Quartell",Ruta,9500 m,runedia,2025-07-09,2025,7,Miércoles,9.5,Volta a peu a Quartell,28,68,False
"València, Albal",Ruta,10000 m,runedia,2025-07-09,2025,7,Miércoles,10.0,Volta a peu Albal,28,68,False
"València, Llocnou D'En Fenollet",Ruta,8000 m,runedia,2025-07-09,2025,7,Miércoles,8.0,Volta popular a Llocnou d´en Fenollet,28,68,False
"València, Villalonga",Asfalto,8200 m,runedia,2025-07-09,2025,7,Miércoles,8.2,Volta a peu a Villalonga,28,68,False
"València, L'Eliana",Ruta,5000 m,runedia,2025-07-10,2025,7,Jueves,5.0,Carrera solidaria l'Eliana contra el càncer,28,68,False
"Castelló, Benicàssim",Montaña,24000 m,runedia,2025-07-10,2025,7,Jueves,24.0,Marxa al Bartolo,28,68,False
"València, Villalonga",Ruta,8200 m,runedia,2025-07-10,2025,7,Jueves,8.2,Volta a peu a Villalonga,28,68,False
"Alacant, Cox",Ruta,5000 m,runedia,2025-07-10,2025,7,Jueves,5.0,Carrera popular nocturna Virgen del Carmen,28,68,False
"València, El Perellonet",Asfalto,8000 m,runedia,2025-07-11,2025,7,Viernes,8.0,Volta a peu Fuerza Julen,28,68,False
"Alacant, Benidorm",Otros,5000 m,runedia,2025-07-11,2025,7,Viernes,5.0,Xtrem Running Benidorm,28,68,False
"Castelló, Borriol",Montaña,15800 m,runedia,2025-07-11,2025,7,Viernes,15.8,Pipistrellus,28,68,False
"València, Alfafar",Asfalto,8000 m,runedia,2025-07-11,2025,7,Viernes,8.0,Volta a peu Barri Orba,28,68,False
"València, Barxeta",Travesía,9000 m,runedia,2025-07-11,2025,7,Viernes,9.0,De Barxeta a la Lluna Passant per la Mallà,28,68,False
"València, Silla",Asfalto,6000 m,runedia,2025-07-11,2025,7,Viernes,6.0,Volta a peu Nocturna Silla,28,68,False
"València, Barxeta",Asfalto,9000 m,runedia,2025-07-11,2025,7,Viernes,9.0,Volta a peu Barxeta,28,68,False
"València, Silla",Asfalto,6000 m,runedia,2025-07-11,2025,7,Viernes,6.0,I Volta a peu Nocturna Silla,28,68,False
"Castelló, Tirig",Btt,11000 m,runedia,2025-07-11,2025,7,Viernes,11.0,II Btt 8H Tirig,28,68,False
"València, Alberic",Ruta,7000 m,runedia,2025-07-12,2025,7,Sábado,7.0,Volta a Peu Urbanització San Cristóbal,28,68,False
"València, Xeresa",Asfalto,10000 m,runedia,2025-07-12,2025,7,Sábado,10.0,Volta a peu Xeresa,28,68,False
"València, Chelva",Asfalto,1609 m,runedia,2025-07-12,2025,7,Sábado,1.61,Milla Urbana Solidaria Villa de Chelva,28,68,False
"València, Oliva",Travesía,2500 m,runedia,2025-07-12,2025,7,Sábado,2.5,VI Travessia a la platja d´Oliva,28,68,False
"Alacant, Benidorm",Otros,5000 m,runedia,2025-07-12,2025,7,Sábado,5.0,I Xtrem Running Benidorm,28,68,False
"Castelló, Castellnovo",Asfalto,10000 m,runedia,2025-07-12,2025,7,Sábado,10.0,10Km A.C. Memfis - Castellnovo,28,68,False
"Castelló, Moncofa",Asfalto,10000 m,runedia,2025-07-12,2025,7,Sábado,10.0,Volta a peu platges de Moncofa,28,68,False
"València, Titaguas",Caminata,11000 m,runedia,2025-07-12,2025,7,Sábado,11.0,Salida Nocturna Mirado de la Loma,28,68,False
"València, Cheste",Asfalto,10600 m,runedia,2025-07-12,2025,7,Sábado,10.6,Carrera popular villa de cheste,28,68,False
"Castelló, Borriol",Montaña,15800 m,runedia,2025-07-12,2025,7,Sábado,15.8,Pipistrellus 2014,28,68,False
"València, Alfafar",Asfalto,8000 m,runedia,2025-07-12,2025,7,Sábado,8.0,I Volta a peu Barri Orba,28,68,False
"Alacant, Villena",Acuatlón,2700 m,runedia,2025-07-12,2025,7,Sábado,2.7,Acuatlón Nocturno Ciudad de Villena,28,68,False
"València, Alzira",Asfalto,8000 m,runedia,2025-07-12,2025,7,Sábado,8.0,Volta a peu d'Alzira trofeu Sant Bernat,28,68,False
"València, Chelva",Asfalto,1000 m,runedia,2025-07-12,2025,7,Sábado,1000.0,24 Horas Solidarias de Chelva contra el Cáncer,28,68,False
"Castelló, Burriana",Asfalto,3000 m,runedia,2025-07-12,2025,7,Sábado,3.0,Cronoclot,28,68,False
"València, Yátova",Asfalto,7700 m,runedia,2025-07-12,2025,7,Sábado,7.7,II Carrera Popular Villa de Yátova,28,68,False
"Alacant, Santa Pola",Natación,5900 m,runedia,2025-07-12,2025,7,Sábado,5.9,Travesia a nado Tabarca Santa Pola,28,68,False
"València, Alzira",Asfalto,8000 m,runedia,2025-07-12,2025,7,Sábado,8.0,Volta a Peu d'Alzira,28,68,False
"Castelló, Burriana",Asfalto,3000 m,runedia,2025-07-12,2025,7,Sábado,3.0,VI Cronoclot,28,68,False
"València, Quartell",Asfalto,7500 m,runedia,2025-07-12,2025,7,Sábado,7.5,Volta a peu a Quartell,28,68,False
"Alacant, Villena",Acuatlón,2700 m,runedia,2025-07-13,2025,7,Domingo,2.7,II Acuatlón Nocturno Ciudad de Villena,28,68,False
"Castelló, Castellnovo",Asfalto,10000 m,runedia,2025-07-13,2025,7,Domingo,10.0,I 10Km A.C. Memfis - Castellnovo,28,68,False
"Castelló, Vilafamés",Btt,900 m,runedia,2025-07-13,2025,7,Domingo,900.0,I DH Urbano Vilafames,28,68,False
"València, Chiva",Asfalto,10000 m,runedia,2025-07-13,2025,7,Domingo,10.0,Carrera a Pies subida Castillo de Chiva y  Milla Paralímpica,28,68,False
"València, Oliva",Asfalto,5000 m,runedia,2025-07-13,2025,7,Domingo,5.0,Cursa i Caminata a benefice de la Creu Roja,28,68,False
"València, Chelva",Asfalto,1000 m,runedia,2025-07-13,2025,7,Domingo,1000.0,2ª Edición 24 Horas Solidarias de Chelva contra el Cáncer,28,68,False
"València, Cullera",Asfalto,11400 m,runedia,2025-07-13,2025,7,Domingo,11.4,Trail nocturno de Cullera,28,68,False
"València, Guadassuar",Otros,15000 m,runedia,2025-07-13,2025,7,Domingo,15.0,Polar Tri Day Guadassuar,28,68,False
"Castelló, Alcossebre",Montaña,18000 m,runedia,2025-07-13,2025,7,Domingo,18.0,Pujá Santa Llúcia,28,68,False
"València, La Pobla De Vallbona",Asfalto,7500 m,runedia,2025-07-13,2025,7,Domingo,7.5,Volta a peu a la Pobla de Vallbona,28,68,False
"València, Chelva",Asfalto,1609 m,runedia,2025-07-13,2025,7,Domingo,1.61,1ª Milla Urbana Solidaria Villa de Chelva,28,68,False
"Castelló, Serra D´En Galceran",Montaña,19000 m,runedia,2025-07-13,2025,7,Domingo,19.0,Volta a peu Serra d'en Galceran,28,68,False
"València, La Pobla De Vallbona",Ruta,7500 m,runedia,2025-07-14,2025,7,Lunes,7.5,Volta a peu a la Pobla de Vallbona,29,46,False
"València, Sagunt",Natación,2200 m,runedia,2025-07-14,2025,7,Lunes,2.2,Travesia Platja Port de Sagunt - Trofeo Daorje,29,46,False
"Alacant, Alicante",Otros,4650 m,runedia,2025-07-14,2025,7,Lunes,4.65,Cross Playa de el Postiguet,29,46,False
"Alacant, Dénia",Ruta,1609 m,runedia,2025-07-14,2025,7,Lunes,1.61,Milla nacional ciudad de Dénia,29,46,False
"València, Torrent",Bici Carretera,124800 m,runedia,2025-07-14,2025,7,Lunes,124.8,Rompecadenas,29,46,False
"Alacant, Torrellano",Asfalto,10500 m,runedia,2025-07-14,2025,7,Lunes,10.5,Half mitja marató de Torrellano,29,46,False
"València, Alzira",Ruta,8000 m,runedia,2025-07-14,2025,7,Lunes,8.0,Volta a peu d'Alzira trofeu Sant Bernat,29,46,False
"Castelló, Castellón De La Plana",Natación,2300 m,runedia,2025-07-14,2025,7,Lunes,2.3,Travesía playa del Gurugú,29,46,False
"Alacant, La Vila Joiosa",Cross,10000 m,runedia,2025-07-14,2025,7,Lunes,10.0,Cross Playa Torres La Vila Joiosa,29,46,False
"Alacant, Pinoso",Asfalto,6000 m,runedia,2025-07-14,2025,7,Lunes,6.0,Carrera y Marcha de El Culebrón,29,46,False
"València, Quartell",Ruta,7500 m,runedia,2025-07-14,2025,7,Lunes,7.5,Volta a peu a Quartell,29,46,False
"València, Sueca",Otros,2400 m,runedia,2025-07-14,2025,7,Lunes,2.4,Travessia a nado el Perelló-Les Palmeres,29,46,False
"Alacant, Benidorm",Natación,2900 m,runedia,2025-07-14,2025,7,Lunes,2.9,TRAVESÍA HEARTBREAK BENIDORM,29,46,False
"Alacant, Pilar De La Horadada",Natación,2000 m,runedia,2025-07-14,2025,7,Lunes,2.0,Travesía a nado Puerto de la Torre,29,46,False
"València, Petres",Ruta,8000 m,runedia,2025-07-14,2025,7,Lunes,8.0,Volta a peu Petres,29,46,False
"Alacant, La Vila Joiosa",Asfalto,9000 m,runedia,2025-07-14,2025,7,Lunes,9.0,Cursa Popular i Volta a Peu la Vila Joiosa,29,46,False
"Castelló, Alcossebre",Montaña,17000 m,runedia,2025-07-15,2025,7,Martes,17.0,Pujá Santa Llúcia,29,46,False
"València, Alzira",Ruta,8000 m,runedia,2025-07-16,2025,7,Miércoles,8.0,Volta a peu d´alzira trofeu Sant Bernat,29,46,False
"Castelló, Moncofa",Ruta,10000 m,runedia,2025-07-16,2025,7,Miércoles,10.0,Volta a peu platges de Moncofa,29,46,False
"València, Barxeta",Ruta,9000 m,runedia,2025-07-16,2025,7,Miércoles,9.0,Volta a peu Barxeta,29,46,False
"Castelló, Jérica",Ruta,5000 m,runedia,2025-07-16,2025,7,Miércoles,5.0,Vuelta a pie villa de Jérica,29,46,False
"València, La Pobla De Vallbona",Ruta,7000 m,runedia,2025-07-17,2025,7,Jueves,7.0,Volta a peu a la Pobla de Vallbona,29,46,False
"Castelló, Morella",Montaña,23000 m,runedia,2025-07-17,2025,7,Jueves,23.0,Cursa de muntanya Morella,29,46,False
"València, Antella",Triatlón,40200 m,runedia,2025-07-18,2025,7,Viernes,40.2,26é Triatló Antella,29,46,False
"València, Massamagrell",Bici Carretera,1000000 m,runedia,2025-07-18,2025,7,Viernes,1000.0,Brevet 1000 km P.C. Massamagrell,29,46,False
"València, Rafelguaraf",Asfalto,9300 m,runedia,2025-07-18,2025,7,Viernes,9.3,Volta a peu Rafelguaraf,29,46,False
"Castelló, Grao De Castellón",Asfalto,10000 m,runedia,2025-07-18,2025,7,Viernes,10.0,10k Nocturno Grao de Castellón,29,46,False
"València, Paterna",Ruta,6000 m,runedia,2025-07-18,2025,7,Viernes,6.0,Carrera popular bicentenario de Colombia,29,46,False
"València, Calicanto - Chiva",Montaña,11000 m,runedia,2025-07-19,2025,7,Sábado,11.0,Pujà i baixà a la montanya de Calicanto,29,46,False
"València, Antella",Triatlón,40200 m,runedia,2025-07-19,2025,7,Sábado,40.2,Triatló Antella,29,46,False
"València, Vallada",Asfalto,9000 m,runedia,2025-07-19,2025,7,Sábado,9.0,Volta a peu a Vallada,29,46,False
"Castelló, Grao De Castellón",Asfalto,10000 m,runedia,2025-07-19,2025,7,Sábado,10.0,I 10k Nocturno Grao de Castellón,29,46,False
"Castelló, Jérica",Asfalto,5000 m,runedia,2025-07-19,2025,7,Sábado,5.0,Vuelta a pie villa de Jérica,29,46,False
"València, Masia De Traver",Asfalto,5000 m,runedia,2025-07-19,2025,7,Sábado,5.0,I 5K Nocturnos Kike Moret,29,46,False
"Castelló, Vall De Almonacid",Tierra,8400 m,runedia,2025-07-19,2025,7,Sábado,8.4,Carrera entre olivos y pinares,29,46,False
"Alacant, La Canalosa",Travesía,12000 m,runedia,2025-07-19,2025,7,Sábado,12.0,V Subida a la Peña de la Mina,29,46,False
"València, Rafelguaraf",Asfalto,9300 m,runedia,2025-07-19,2025,7,Sábado,9.3,I Volta a peu Rafelguaraf,29,46,False
"Castelló, Peñíscola",Natación,5000 m,runedia,2025-07-20,2025,7,Domingo,5.0,Travesía Castell de Peñíscola,29,46,False
"València, Losa Del Obispo",Pista,12000 m,runedia,2025-07-20,2025,7,Domingo,12.0,Gran fondo de Losa del Obispo,29,46,False
"València, Antella",Triatlón,40200 m,runedia,2025-07-20,2025,7,Domingo,40.2,24é Triatló Antella,29,46,False
"Alacant, La Canalosa",Travesía,12000 m,runedia,2025-07-20,2025,7,Domingo,12.0,VI Subida a la Peña de la Mina 2014,29,46,False
"València, Bicorp",Montaña,15000 m,runedia,2025-07-20,2025,7,Domingo,15.0,Trail Bicorp Aventura,29,46,False
"Alacant, Pinoso",Cross,6000 m,runedia,2025-07-20,2025,7,Domingo,6.0,Cross Popular El culebrón,29,46,False
"Alacant, Benidorm",Otros,6800 m,runedia,2025-07-20,2025,7,Domingo,6.8,Cross por la arena Playa Poniente,29,46,False
"Alacant, Jesus Pobre",Btt,30000 m,runedia,2025-07-20,2025,7,Domingo,30.0,II Circuito BTT Marina Alta-Baixa i La Safor - Jesus Pobre,29,46,False
"Alacant, Agost",Cross,10000 m,runedia,2025-07-20,2025,7,Domingo,10.0,I 10k Cross Urbano Villa de Agost,29,46,False
"València, Cortes De Pallas",Natación,2000 m,runedia,2025-07-21,2025,7,Lunes,2.0,Travesía a nado embalse de Cortes de Pallas,30,55,False
"Alacant, La Canalosa",Travesía,12000 m,runedia,2025-07-21,2025,7,Lunes,12.0,Subida a la Peña de la Mina,30,55,False
"València, Antella",Triatlón,40400 m,runedia,2025-07-21,2025,7,Lunes,40.4,Triatló Antella la Clàssica,30,55,False
"Alacant, Pinoso",Cross,5600 m,runedia,2025-07-21,2025,7,Lunes,5.6,Carrera del culebrón,30,55,False
